"date","Variety","Count","Price","Value","Quantity"
2014-11-06,"CRIPPS PINK","80-90",204,3670,18
2014-11-06,"CRIPPS PINK","100-110",200,200,1
2014-11-06,"CRIPPS PINK","120-135",181,10150,56
2014-11-06,"CRIPPS PINK","150-165-198",170,1360,8
2014-11-06,"CRIPPS RED","80-90",221,26910,122
2014-11-06,"CRIPPS RED","100-110",205,22910,112
2014-11-06,"CRIPPS RED","120-135",193,58950,306
2014-11-06,"TOPRED","80-90",167,7350,44
2014-11-06,"TOPRED","100-110",104,2290,22
2014-11-06,"TOPRED","120-135",173,6740,39
2014-11-06,"TOPRED","150-165-198",130,3640,28
2014-11-06,"GOLDEN DELICIOUS","80-90",207,34220,165
2014-11-06,"GOLDEN DELICIOUS","100-110",176,57745,329
2014-11-06,"GOLDEN DELICIOUS","120-135",164,44610,272
2014-11-06,"GOLDEN DELICIOUS","150-165-198",145,4060,28
2014-11-06,"STARKING","80-90",176,47350,269
2014-11-06,"STARKING","100-110",201,11040,55
2014-11-06,"STARKING","120-135",173,5710,33
2014-11-06,"STARKING","150-165-198",135,3520,26
2014-11-06,"GRANNY SMITH","80-90",180,14790,82
2014-11-06,"GRANNY SMITH","100-110",182,16420,90
2014-11-06,"GRANNY SMITH","120-135",164,3120,19
2014-11-06,"GRANNY SMITH","150-165-198",80,1840,23
2014-11-06,"FUJI","150-165-198",130,390,3
2014-11-10,"CRIPPS PINK","80-90",225,900,4
2014-11-10,"CRIPPS PINK","100-110",188,31640,168
2014-11-10,"CRIPPS PINK","120-135",167,58110,349
2014-11-10,"CRIPPS RED","80-90",220,1100,5
2014-11-10,"CRIPPS RED","100-110",216,66600,309
2014-11-10,"CRIPPS RED","120-135",190,1140,6
2014-11-10,"TOPRED","80-90",204,51970,255
2014-11-10,"TOPRED","100-110",188,30525,162
2014-11-10,"TOPRED","120-135",126,10620,84
2014-11-10,"GOLDEN DELICIOUS","80-90",228,12560,55
2014-11-10,"GOLDEN DELICIOUS","100-110",190,76220,401
2014-11-10,"GOLDEN DELICIOUS","120-135",173,113005,654
2014-11-10,"GOLDEN DELICIOUS","150-165-198",140,420,3
2014-11-10,"STARKING","80-90",176,49420,281
2014-11-10,"STARKING","100-110",183,17350,95
2014-11-10,"STARKING","120-135",107,640,6
2014-11-10,"GRANNY SMITH","80-90",216,4110,19
2014-11-10,"GRANNY SMITH","100-110",201,36780,183
2014-11-10,"GRANNY SMITH","120-135",177,162350,917
2014-11-10,"ROYAL GALA","80-90",100,800,8
2014-11-10,"FUJI","80-90",210,420,2
2014-11-10,"FUJI","100-110",154,6140,40
2014-11-10,"FUJI","120-135",190,1330,7
2014-11-10,"FUJI","150-165-198",100,200,2
2014-11-12,"CRIPPS PINK","80-90",199,1390,7
2014-11-12,"CRIPPS PINK","100-110",192,770,4
2014-11-12,"CRIPPS PINK","120-135",193,6360,33
2014-11-12,"CRIPPS PINK","150-165-198",177,28490,161
2014-11-12,"CRIPPS RED","80-90",216,4330,20
2014-11-12,"CRIPPS RED","100-110",200,200,1
2014-11-12,"TOPRED","80-90",188,14850,79
2014-11-12,"TOPRED","100-110",211,17330,82
2014-11-12,"TOPRED","120-135",185,12740,69
2014-11-12,"TOPRED","150-165-198",178,2140,12
2014-11-12,"GOLDEN DELICIOUS","80-90",221,9940,45
2014-11-12,"GOLDEN DELICIOUS","100-110",202,27680,137
2014-11-12,"GOLDEN DELICIOUS","120-135",177,114580,647
2014-11-12,"GOLDEN DELICIOUS","150-165-198",120,480,4
2014-11-12,"STARKING","80-90",193,40710,211
2014-11-12,"STARKING","100-110",200,22240,111
2014-11-12,"STARKING","120-135",180,3960,22
2014-11-12,"STARKING","150-165-198",150,16800,112
2014-11-12,"GRANNY SMITH","80-90",219,3730,17
2014-11-12,"GRANNY SMITH","100-110",202,12130,60
2014-11-12,"GRANNY SMITH","120-135",180,3780,21
2014-11-12,"GRANNY SMITH","150-165-198",161,9810,61
2014-11-12,"FUJI","80-90",200,1400,7
2014-11-12,"FUJI","100-110",180,720,4
2014-11-12,"BRAEBURN","100-110",120,13440,112
2014-11-13,"CRIPPS PINK","80-90",207,4140,20
2014-11-13,"CRIPPS PINK","100-110",210,210,1
2014-11-13,"CRIPPS PINK","120-135",70,630,9
2014-11-13,"CRIPPS PINK","150-165-198",175,19600,112
2014-11-13,"CRIPPS RED","80-90",80,2160,27
2014-11-13,"CRIPPS RED","120-135",80,80,1
2014-11-13,"TOPRED","80-90",154,20380,132
2014-11-13,"TOPRED","100-110",216,56500,261
2014-11-13,"TOPRED","120-135",191,52760,276
2014-11-13,"GOLDEN DELICIOUS","80-90",185,31440,170
2014-11-13,"GOLDEN DELICIOUS","100-110",200,55080,276
2014-11-13,"GOLDEN DELICIOUS","120-135",168,133965,799
2014-11-13,"GOLDEN DELICIOUS","150-165-198",148,70785,479
2014-11-13,"STARKING","80-90",168,23040,137
2014-11-13,"STARKING","100-110",195,42490,218
2014-11-13,"STARKING","120-135",180,26480,147
2014-11-13,"STARKING","150-165-198",150,150,1
2014-11-13,"GRANNY SMITH","80-90",220,1980,9
2014-11-13,"GRANNY SMITH","100-110",197,28000,142
2014-11-13,"GRANNY SMITH","150-165-198",152,4550,30
2014-11-13,"FUJI","80-90",191,64490,337
2014-11-13,"FUJI","100-110",190,570,3
2014-11-13,"FUJI","120-135",200,33600,168
2014-11-14,"CRIPPS PINK","80-90",172,2060,12
2014-11-14,"CRIPPS PINK","100-110",199,12150,61
2014-11-14,"CRIPPS PINK","120-135",183,14820,81
2014-11-14,"CRIPPS RED","80-90",225,450,2
2014-11-14,"TOPRED","80-90",231,50320,218
2014-11-14,"TOPRED","100-110",211,35500,168
2014-11-14,"TOPRED","120-135",188,17510,93
2014-11-14,"TOPRED","150-165-198",153,460,3
2014-11-14,"GOLDEN DELICIOUS","80-90",194,12430,64
2014-11-14,"GOLDEN DELICIOUS","100-110",181,12850,71
2014-11-14,"GOLDEN DELICIOUS","120-135",175,99300,566
2014-11-14,"GOLDEN DELICIOUS","150-165-198",150,13200,88
2014-11-14,"STARKING","80-90",193,42020,218
2014-11-14,"STARKING","100-110",201,49910,248
2014-11-14,"STARKING","120-135",181,9070,50
2014-11-14,"STARKING","150-165-198",160,160,1
2014-11-14,"GRANNY SMITH","80-90",207,3520,17
2014-11-14,"GRANNY SMITH","100-110",200,9220,46
2014-11-14,"GRANNY SMITH","120-135",180,900,5
2014-11-14,"GRANNY SMITH","150-165-198",30,3360,112
2014-11-14,"FUJI","80-90",231,15740,68
2014-11-14,"FUJI","100-110",180,360,2
2014-11-14,"FUJI","120-135",76,380,5
2014-11-14,"FUJI","150-165-198",140,140,1
2014-11-17,"CRIPPS PINK","80-90",230,11490,50
2014-11-17,"CRIPPS PINK","100-110",210,57330,273
2014-11-17,"CRIPPS PINK","120-135",183,35240,193
2014-11-17,"CRIPPS PINK","150-165-198",40,440,11
2014-11-17,"CRIPPS RED","80-90",220,3960,18
2014-11-17,"CRIPPS RED","120-135",210,420,2
2014-11-17,"TOPRED","80-90",199,41460,208
2014-11-17,"TOPRED","100-110",200,46220,231
2014-11-17,"TOPRED","120-135",193,78700,407
2014-11-17,"TOPRED","150-165-198",135,7020,52
2014-11-17,"GOLDEN DELICIOUS","80-90",219,14670,67
2014-11-17,"GOLDEN DELICIOUS","100-110",196,34520,176
2014-11-17,"GOLDEN DELICIOUS","120-135",178,125940,706
2014-11-17,"GOLDEN DELICIOUS","150-165-198",40,480,12
2014-11-17,"STARKING","80-90",187,9730,52
2014-11-17,"STARKING","100-110",191,17010,89
2014-11-17,"STARKING","120-135",185,21670,117
2014-11-17,"GRANNY SMITH","80-90",154,1230,8
2014-11-17,"GRANNY SMITH","100-110",220,9240,42
2014-11-17,"GRANNY SMITH","120-135",180,900,5
2014-11-17,"ROYAL GALA","100-110",180,1260,7
2014-11-17,"FUJI","80-90",240,240,1
2014-11-17,"FUJI","100-110",180,180,1
2014-11-17,"FUJI","120-135",180,2520,14
2014-11-19,"CRIPPS PINK","80-90",200,11610,58
2014-11-19,"CRIPPS PINK","100-110",187,43480,233
2014-11-19,"CRIPPS PINK","120-135",196,24680,126
2014-11-19,"CRIPPS RED","100-110",230,230,1
2014-11-19,"TOPRED","80-90",169,48200,286
2014-11-19,"TOPRED","100-110",209,57170,274
2014-11-19,"TOPRED","120-135",165,36385,221
2014-11-19,"TOPRED","150-165-198",150,150,1
2014-11-19,"GOLDEN DELICIOUS","80-90",230,27810,121
2014-11-19,"GOLDEN DELICIOUS","100-110",190,68680,361
2014-11-19,"GOLDEN DELICIOUS","120-135",176,120150,683
2014-11-19,"GOLDEN DELICIOUS","150-165-198",134,32830,245
2014-11-19,"STARKING","80-90",211,12630,60
2014-11-19,"STARKING","100-110",197,48870,248
2014-11-19,"STARKING","120-135",190,380,2
2014-11-19,"GRANNY SMITH","80-90",214,13290,62
2014-11-19,"GRANNY SMITH","100-110",199,14140,71
2014-11-19,"GRANNY SMITH","120-135",183,9140,50
2014-11-19,"GRANNY SMITH","150-165-198",150,5250,35
2014-11-19,"FUJI","80-90",240,6720,28
2014-11-19,"FUJI","100-110",180,900,5
2014-11-20,"CRIPPS PINK","80-90",240,110400,460
2014-11-20,"CRIPPS PINK","100-110",234,161730,690
2014-11-20,"CRIPPS PINK","120-135",194,58200,300
2014-11-20,"CRIPPS PINK","150-165-198",188,14640,78
2014-11-20,"TOPRED","80-90",149,30140,202
2014-11-20,"TOPRED","100-110",211,58110,275
2014-11-20,"TOPRED","120-135",191,26940,141
2014-11-20,"GOLDEN DELICIOUS","80-90",194,26370,136
2014-11-20,"GOLDEN DELICIOUS","100-110",207,34850,168
2014-11-20,"GOLDEN DELICIOUS","120-135",181,50780,280
2014-11-20,"GOLDEN DELICIOUS","150-165-198",170,510,3
2014-11-20,"STARKING","80-90",191,21040,110
2014-11-20,"STARKING","100-110",191,25210,132
2014-11-20,"STARKING","120-135",183,31240,171
2014-11-20,"GRANNY SMITH","80-90",208,8100,39
2014-11-20,"GRANNY SMITH","100-110",196,10780,55
2014-11-20,"GRANNY SMITH","120-135",186,40090,215
2014-11-20,"GRANNY SMITH","150-165-198",150,750,5
2014-11-20,"ROYAL GALA","120-135",150,150,1
2014-11-20,"ROYAL GALA","150-165-198",75,300,4
2014-11-20,"FUJI","80-90",231,4620,20
2014-11-20,"FUJI","100-110",220,11660,53
2014-11-20,"FUJI","120-135",220,220,1
2014-11-24,"CRIPPS PINK","80-90",223,62990,283
2014-11-24,"CRIPPS PINK","100-110",213,66970,314
2014-11-24,"CRIPPS PINK","120-135",200,800,4
2014-11-24,"CRIPPS PINK","150-165-198",80,400,5
2014-11-24,"CRIPPS RED","80-90",240,720,3
2014-11-24,"CRIPPS RED","100-110",220,440,2
2014-11-24,"TOPRED","80-90",92,51860,566
2014-11-24,"TOPRED","100-110",132,47180,357
2014-11-24,"TOPRED","120-135",210,7980,38
2014-11-24,"TOPRED","150-165-198",180,540,3
2014-11-24,"GOLDEN DELICIOUS","80-90",211,29160,138
2014-11-24,"GOLDEN DELICIOUS","100-110",193,22990,119
2014-11-24,"GOLDEN DELICIOUS","120-135",175,61880,353
2014-11-24,"GOLDEN DELICIOUS","150-165-198",70,560,8
2014-11-24,"STARKING","80-90",208,8930,43
2014-11-24,"STARKING","100-110",199,795,4
2014-11-24,"STARKING","120-135",173,520,3
2014-11-24,"GRANNY SMITH","80-90",202,4860,24
2014-11-24,"GRANNY SMITH","100-110",162,810,5
2014-11-24,"GRANNY SMITH","120-135",190,15970,84
2014-11-24,"GRANNY SMITH","150-165-198",76,5870,77
2014-11-24,"FUJI","80-90",240,5040,21
2014-11-24,"FUJI","100-110",60,1200,20
2014-11-24,"FUJI","120-135",151,9520,63
2014-11-24,"BRAEBURN","80-90",200,200,1
2014-11-24,"BRAEBURN","100-110",193,580,3
2014-11-24,"BRAEBURN","120-135",180,3240,18
2014-11-24,"BRAEBURN","150-165-198",160,160,1
2014-11-25,"CRIPPS PINK","80-90",204,7560,37
2014-11-25,"CRIPPS PINK","100-110",182,15795,87
2014-11-25,"CRIPPS PINK","120-135",195,2145,11
2014-11-25,"CRIPPS RED","80-90",216,1080,5
2014-11-25,"CRIPPS RED","100-110",189,2460,13
2014-11-25,"CRIPPS RED","120-135",200,1400,7
2014-11-25,"TOPRED","80-90",222,30890,139
2014-11-25,"TOPRED","100-110",213,41960,197
2014-11-25,"TOPRED","120-135",180,360,2
2014-11-25,"TOPRED","150-165-198",240,240,1
2014-11-25,"GOLDEN DELICIOUS","80-90",202,37900,188
2014-11-25,"GOLDEN DELICIOUS","100-110",201,150742,750
2014-11-25,"GOLDEN DELICIOUS","120-135",167,113530,680
2014-11-25,"GOLDEN DELICIOUS","150-165-198",140,140,1
2014-11-25,"STARKING","80-90",205,33585,164
2014-11-25,"STARKING","100-110",194,26710,138
2014-11-25,"STARKING","120-135",187,10310,55
2014-11-25,"GRANNY SMITH","80-90",209,42456,203
2014-11-25,"GRANNY SMITH","100-110",192,88821,462
2014-11-25,"GRANNY SMITH","120-135",161,2730,17
2014-11-25,"GRANNY SMITH","150-165-198",140,1400,10
2014-11-25,"FUJI","80-90",203,5480,27
2014-11-25,"FUJI","150-165-198",100,3600,36
2014-11-25,"BRAEBURN","80-90",200,400,2
2014-11-25,"BRAEBURN","100-110",167,6500,39
2014-11-25,"BRAEBURN","120-135",180,4680,26
2014-11-26,"CRIPPS PINK","80-90",140,6440,46
2014-11-26,"CRIPPS PINK","100-110",231,14525,63
2014-11-26,"CRIPPS PINK","120-135",242,168465,695
2014-11-26,"TOPRED","80-90",218,25970,119
2014-11-26,"TOPRED","100-110",200,31740,159
2014-11-26,"TOPRED","120-135",180,720,4
2014-11-26,"GOLDEN DELICIOUS","80-90",183,21630,118
2014-11-26,"GOLDEN DELICIOUS","100-110",195,21260,109
2014-11-26,"GOLDEN DELICIOUS","120-135",175,80540,460
2014-11-26,"STARKING","80-90",185,24660,133
2014-11-26,"STARKING","100-110",152,3040,20
2014-11-26,"STARKING","120-135",169,78615,464
2014-11-26,"GRANNY SMITH","80-90",194,3300,17
2014-11-26,"GRANNY SMITH","100-110",196,16080,82
2014-11-26,"GRANNY SMITH","120-135",180,27390,152
2014-11-26,"FUJI","80-90",210,11970,57
2014-11-26,"FUJI","120-135",100,400,4
2014-12-01,"CRIPPS PINK","100-110",157,2820,18
2014-12-01,"CRIPPS PINK","120-135",217,10850,50
2014-12-01,"CRIPPS RED","80-90",70,210,3
2014-12-01,"CRIPPS RED","100-110",190,21280,112
2014-12-01,"CRIPPS RED","120-135",200,1800,9
2014-12-01,"TOPRED","80-90",209,33785,162
2014-12-01,"TOPRED","100-110",217,5000,23
2014-12-01,"TOPRED","120-135",200,10800,54
2014-12-01,"TOPRED","150-165-198",240,480,2
2014-12-01,"GOLDEN DELICIOUS","80-90",215,9040,42
2014-12-01,"GOLDEN DELICIOUS","100-110",190,45830,241
2014-12-01,"GOLDEN DELICIOUS","120-135",165,70360,427
2014-12-01,"GOLDEN DELICIOUS","150-165-198",104,9400,90
2014-12-01,"STARKING","80-90",188,20675,110
2014-12-01,"STARKING","100-110",159,2700,17
2014-12-01,"STARKING","120-135",175,12755,73
2014-12-01,"GRANNY SMITH","80-90",193,7510,39
2014-12-01,"GRANNY SMITH","100-110",193,42720,221
2014-12-01,"GRANNY SMITH","120-135",182,4540,25
2014-12-01,"GRANNY SMITH","150-165-198",140,700,5
2014-12-01,"FUJI","80-90",212,1060,5
2014-12-01,"BRAEBURN","100-110",179,3040,17
2014-12-02,"CRIPPS PINK","100-110",240,129195,539
2014-12-02,"CRIPPS PINK","120-135",243,70340,289
2014-12-02,"CRIPPS PINK","150-165-198",163,11580,71
2014-12-02,"TOPRED","80-90",239,27190,114
2014-12-02,"TOPRED","100-110",207,31840,154
2014-12-02,"GOLDEN DELICIOUS","80-90",225,21630,96
2014-12-02,"GOLDEN DELICIOUS","100-110",182,22570,124
2014-12-02,"GOLDEN DELICIOUS","120-135",171,112820,659
2014-12-02,"GOLDEN DELICIOUS","150-165-198",135,7400,55
2014-12-02,"STARKING","80-90",207,44200,214
2014-12-02,"STARKING","100-110",195,57690,296
2014-12-02,"STARKING","120-135",191,44770,234
2014-12-02,"GRANNY SMITH","80-90",219,16670,76
2014-12-02,"GRANNY SMITH","100-110",206,6810,33
2014-12-02,"GRANNY SMITH","120-135",185,740,4
2014-12-02,"GRANNY SMITH","150-165-198",53,7560,142
2014-12-02,"FUJI","80-90",216,1940,9
2014-12-03,"CRIPPS PINK","80-90",220,440,2
2014-12-03,"CRIPPS PINK","100-110",88,2640,30
2014-12-03,"CRIPPS PINK","120-135",206,22050,107
2014-12-03,"CRIPPS RED","80-90",175,1400,8
2014-12-03,"CRIPPS RED","120-135",238,33830,142
2014-12-03,"TOPRED","80-90",211,58355,276
2014-12-03,"TOPRED","100-110",218,6310,29
2014-12-03,"GOLDEN DELICIOUS","80-90",229,28225,123
2014-12-03,"GOLDEN DELICIOUS","100-110",185,43650,236
2014-12-03,"GOLDEN DELICIOUS","120-135",171,163840,960
2014-12-03,"GOLDEN DELICIOUS","150-165-198",111,12100,109
2014-12-03,"STARKING","80-90",219,58550,267
2014-12-03,"STARKING","100-110",230,14240,62
2014-12-03,"STARKING","120-135",200,21800,109
2014-12-03,"GRANNY SMITH","80-90",191,30700,161
2014-12-03,"GRANNY SMITH","100-110",181,36560,202
2014-12-03,"GRANNY SMITH","120-135",180,5750,32
2014-12-03,"GRANNY SMITH","150-165-198",140,15680,112
2014-12-03,"FUJI","80-90",200,38990,195
2014-12-03,"BRAEBURN","80-90",125,500,4
2014-12-03,"BRAEBURN","100-110",100,200,2
2014-12-03,"BRAEBURN","150-165-198",100,100,1
2014-12-06,"CRIPPS PINK","80-90",220,21560,98
2014-12-06,"CRIPPS PINK","100-110",127,3290,26
2014-12-06,"CRIPPS PINK","120-135",202,57260,284
2014-12-06,"CRIPPS PINK","150-165-198",146,5100,35
2014-12-06,"CRIPPS RED","80-90",200,400,2
2014-12-06,"CRIPPS RED","120-135",240,5520,23
2014-12-06,"TOPRED","80-90",134,11690,87
2014-12-06,"TOPRED","100-110",194,28070,145
2014-12-06,"TOPRED","120-135",210,210,1
2014-12-06,"GOLDEN DELICIOUS","80-90",186,25050,135
2014-12-06,"GOLDEN DELICIOUS","100-110",188,42760,228
2014-12-06,"GOLDEN DELICIOUS","120-135",174,76110,438
2014-12-06,"STARKING","80-90",228,46720,205
2014-12-06,"STARKING","100-110",198,30230,153
2014-12-06,"STARKING","120-135",190,16900,89
2014-12-06,"GRANNY SMITH","80-90",181,19180,106
2014-12-06,"GRANNY SMITH","100-110",168,29240,174
2014-12-06,"GRANNY SMITH","120-135",180,9540,53
2014-12-06,"FUJI","80-90",209,3980,19
2014-12-09,"CRIPPS PINK","80-90",245,36015,147
2014-12-09,"CRIPPS PINK","100-110",244,191590,784
2014-12-09,"CRIPPS PINK","120-135",213,121740,572
2014-12-09,"CRIPPS RED","80-90",245,735,3
2014-12-09,"TOPRED","80-90",198,43800,221
2014-12-09,"TOPRED","100-110",172,14990,87
2014-12-09,"TOPRED","120-135",210,1050,5
2014-12-09,"GOLDEN DELICIOUS","80-90",184,44830,244
2014-12-09,"GOLDEN DELICIOUS","100-110",153,46510,303
2014-12-09,"GOLDEN DELICIOUS","120-135",174,66240,380
2014-12-09,"GOLDEN DELICIOUS","150-165-198",107,4292,40
2014-12-09,"STARKING","80-90",163,63500,390
2014-12-09,"STARKING","100-110",192,63080,328
2014-12-09,"STARKING","120-135",180,7920,44
2014-12-09,"STARKING","150-165-198",170,2040,12
2014-12-09,"GRANNY SMITH","80-90",102,16220,159
2014-12-09,"GRANNY SMITH","100-110",120,10650,89
2014-12-09,"GRANNY SMITH","120-135",180,21390,119
2014-12-09,"FUJI","80-90",206,3700,18
2014-12-10,"CRIPPS PINK","80-90",245,12005,49
2014-12-10,"CRIPPS PINK","100-110",240,59675,249
2014-12-10,"CRIPPS PINK","120-135",239,77900,326
2014-12-10,"CRIPPS RED","150-165-198",240,13440,56
2014-12-10,"TOPRED","80-90",226,25540,113
2014-12-10,"TOPRED","100-110",178,39710,223
2014-12-10,"TOPRED","120-135",215,215,1
